index,source_kind,seed,volume,surface_area,bbox_x,bbox_y,bbox_z,elongation,flatness,sphericity,roughness,angularity,spike_score,compactness,stability_score,mass,cluster_id,cluster_label
276,bearing_block_clast,896710942,0.0024377897916797115,0.09492536917760654,0.20194704968156085,0.17376223311477396,0.1526581149933821,1.1622033514507735,1.138244325382288,0.9227824629640763,0.09584584035443573,0.2322232576099533,0.1400000204739782,0.4550755016975551,1.3894804593375352,6.33825345836725,1,compact_block_clast_2
277,buttress_clast,732546708,0.0022887320040804915,0.09118384941261572,0.19854636045435164,0.1698506604327261,0.14532320723225697,1.1689466496539838,1.168778639472697,0.9210774793147599,0.10002063612029016,0.23201424235189969,0.15000002277814994,0.46701496596593295,1.4708059769255986,5.950703210609278,1,compact_block_clast_2
278,subangular_block,1948256450,0.0007471304238391786,0.04360947401297622,0.13807657699445922,0.12169848419711335,0.10634918060971066,1.1345792669925001,1.1443293074700114,0.9130633072020313,0.12189504972634715,0.23132766430567606,0.16000000000009207,0.4180777859709921,1.3565561516075237,1.9425391019818645,6,compact_block_clast_5
279,course_block_clast,679667825,0.0013268468611780668,0.06256091070054107,0.1490025729688978,0.13447881472612971,0.13652223297780375,1.091416172434882,1.015195094155429,0.9333866750071935,0.057503668309365444,0.2322773432013997,0.12641821772688644,0.4850313139458759,1.0499074132514075,3.4498018390629737,0,compact_block_clast
280,compact_block_clast,1176907480,0.0007949344099286831,0.04423951750035383,0.11411629228376596,0.12211161724151744,0.11503864490021834,1.0614834462578555,1.0080825673354232,0.9380542176712964,0.02887586992448606,0.2322234168324226,0.07721676688597001,0.4958872058841034,1.0118901663958855,2.066829465814576,5,compact_block_clast_4
281,wall_block_clast,854939999,0.0018033624670632316,0.07801817784385405,0.18884583138839323,0.13591830735072075,0.1458767753695615,1.2945572104262293,1.0732680402879367,0.918354459564905,0.10637003248609166,0.23301081517358865,0.13000000004414636,0.481627761293901,1.369455679821355,4.688742414364402,7,elongated_clast
282,tie_bridge_clast,110263510,0.0007046619466271184,0.04201006344919204,0.14279263434293293,0.09312459545905477,0.10783506349103644,1.3241762903473624,1.157965443602379,0.9115587548528558,0.10915400696079468,0.23400090882271554,0.1300000006495987,0.49141749734802886,1.6185334242627822,1.8321210612305077,7,elongated_clast
283,equant_clast,1831043645,0.0008490127931995599,0.0464461516605754,0.1224616028508603,0.12811231858396788,0.11206778093334117,1.0461427549661366,1.09274585283081,0.9335635313662679,0.05613106443774438,0.23204605097417172,0.10295583096420136,0.48288379504694917,1.1662003400323462,2.2074332623188555,5,compact_block_clast_4
284,course_block_clast,1959481210,0.0002928009885173197,0.0229639443100016,0.0949522715381826,0.08112548633898793,0.08260945303548475,1.1494116962304062,1.0182922379077763,0.9285800137206882,0.07944653604662187,0.23191358312758628,0.08313401348218341,0.4601295444428952,1.1067252299265475,0.7612825701450313,2,compact_block_clast_3
285,chock_clast,910973702,0.00017314444518532396,0.01621424061837454,0.07698969312552686,0.07244948416817074,0.06676238125473011,1.0626672364818683,1.08518424308057,0.926530854209023,0.08025524546098838,0.23172243599827994,0.12377140774663364,0.46495279022048047,1.1594823323470127,0.4501755574818423,2,compact_block_clast_3
